pr_number,created_at,hours_to_review
5511,2024-04-17 19:22:00,1.96
5510,2024-04-17 16:12:17,15.88
5509,2024-04-17 10:34:21,357.74
5508,2024-04-16 16:58:44,1164.18
5507,2024-04-16 16:50:44,21.89
5506,2024-04-16 15:22:17,23.68
5504,2024-04-16 09:51:43,1.06
5503,2024-04-16 07:47:17,1.31
5502,2024-04-16 07:42:09,1.42
5501,2024-04-16 04:49:30,2.98
5500,2024-04-15 14:08:26,22.12
5498,2024-04-15 06:38:12,5308.83
5497,2024-04-11 18:39:52,105.24
5496,2024-04-11 16:26:31,2.31
5495,2024-04-11 15:19:01,282.66
5494,2024-04-10 15:46:37,0.39
5493,2024-04-10 11:15:52,26.12
5492,2024-04-10 09:46:53,0.58
5491,2024-04-10 04:24:15,34.12
5490,2024-04-09 15:49:05,16.44
5489,2024-04-09 15:24:29,1333.79
5487,2024-04-09 14:56:32,1334.6
5485,2024-04-09 05:07:01,1.69
5484,2024-04-08 19:03:52,1340.99
5483,2024-04-08 18:05:14,1341.69
5482,2024-04-08 14:13:48,340.44
5481,2024-04-08 11:39:54,0.28
5480,2024-04-08 11:19:40,0.06
5479,2024-04-08 11:15:53,218.58
5478,2024-04-08 11:11:16,0.21
5477,2024-04-08 10:14:27,220.82
5476,2024-04-05 18:00:36,2444.68
5475,2024-04-05 14:35:15,86.1
5474,2024-04-04 20:39:27,431.77
5473,2024-04-04 14:38:12,312.47
5472,2024-04-04 14:18:11,18.62
5471,2024-04-04 09:44:24,3.26
5470,2024-04-03 20:02:55,498.48
5469,2024-04-03 14:07:00,1.74
5468,2024-04-03 13:47:22,0.2
5467,2024-04-03 10:22:53,464.32
5466,2024-04-03 09:12:45,0.36
5465,2024-04-02 07:27:17,1184.44
5464,2024-04-01 14:51:13,46.42
5463,2024-03-29 18:01:44,94.07
5462,2024-03-29 15:34:33,293.31
5461,2024-03-29 13:48:35,117.03
5460,2024-03-29 13:25:33,0.03
5459,2024-03-29 12:15:02,0.59
5458,2024-03-29 01:16:16,110.09
5457,2024-03-28 18:34:19,0.58
5456,2024-03-28 17:47:07,0.09
5455,2024-03-28 17:17:26,0.05
5454,2024-03-28 13:56:01,0.19
5453,2024-03-28 08:57:58,0.14
5452,2024-03-28 08:39:38,127.63
5451,2024-03-27 18:48:17,20.68
5450,2024-03-27 14:39:06,145.39
5449,2024-03-27 14:33:37,2.86
5448,2024-03-27 09:47:52,218.91
5447,2024-03-26 22:10:54,6.51
5446,2024-03-26 18:35:41,1656.25
5445,2024-03-26 14:05:38,8065.34
5444,2024-03-26 10:24:40,173.61
5443,2024-03-26 08:44:34,0.33
5442,2024-03-25 19:19:03,70.03
5441,2024-03-25 16:59:13,0.31
5440,2024-03-25 16:10:48,0.73
5439,2024-03-25 14:27:42,47.96
5438,2024-03-25 11:58:07,33.3
5437,2024-03-25 11:29:25,2.9
5436,2024-03-25 11:24:30,242.9
5435,2024-03-25 09:08:58,0.16
5434,2024-03-22 18:34:16,0.42
5433,2024-03-22 14:53:32,3.14
5432,2024-03-22 14:12:19,3.84
5431,2024-03-22 13:40:03,4.37
5430,2024-03-21 20:14:06,18.43
5429,2024-03-21 17:02:48,1.85
5428,2024-03-21 14:05:32,290.37
5427,2024-03-21 12:51:29,3.38
5426,2024-03-21 12:42:11,3.52
5425,2024-03-20 21:03:51,0.23
5424,2024-03-20 19:28:54,0.72
5423,2024-03-20 18:56:29,1.59
5422,2024-03-20 18:44:09,2.19
5421,2024-03-20 18:01:37,110.69
5420,2024-03-20 17:40:34,11.15
5419,2024-03-20 17:02:15,111.78
5418,2024-03-20 15:40:36,9.63
5417,2024-03-20 12:56:36,1.4
5416,2024-03-20 12:41:42,0.81
5415,2024-03-20 12:19:19,316.2
5414,2024-03-20 11:29:57,141.03
5413,2024-03-20 10:18:20,0.81
5411,2024-03-20 03:59:22,462.87
5410,2024-03-19 20:26:14,22.93
5409,2024-03-19 20:03:25,1003.06
5408,2024-03-19 19:44:05,0.32
5407,2024-03-19 19:22:56,17.07
5406,2024-03-19 15:47:08,20.71
5405,2024-03-19 15:20:12,4.49
5404,2024-03-19 13:57:10,1.02
5402,2024-03-18 18:41:16,72.22
5401,2024-03-18 16:27:35,18.81
5400,2024-03-18 15:35:55,2879.04
5399,2024-03-18 11:28:04,23.43
5398,2024-03-18 09:13:28,0.45
5397,2024-03-18 08:58:46,0.11
5396,2024-03-14 14:07:01,20.41
5395,2024-03-14 09:59:23,1126.95
5394,2024-03-14 05:40:45,1131.36
5393,2024-03-13 20:43:41,19.09
5392,2024-03-13 20:24:22,7.55
5391,2024-03-13 19:41:12,20.13
5390,2024-03-13 16:16:36,164.28
5389,2024-03-13 15:16:32,479.34
5388,2024-03-13 13:23:04,145.95
5387,2024-03-13 13:18:20,146.04
5386,2024-03-13 11:58:32,5.66
5384,2024-03-13 10:53:51,527.7
5383,2024-03-13 10:37:54,485.88
5382,2024-03-13 09:57:33,0.25
5381,2024-03-13 08:48:32,0.83
5380,2024-03-12 17:43:35,2.03
5379,2024-03-12 16:55:33,17.54
5378,2024-03-12 15:54:02,182.24
5377,2024-03-12 14:59:53,356.76
5376,2024-03-12 14:15:45,579.77
5375,2024-03-12 12:27:50,1369.84
5373,2024-03-12 07:31:11,56.32
5372,2024-03-11 19:46:35,601.05
5371,2024-03-11 13:04:55,0.32
5370,2024-03-11 08:19:16,720.78
5369,2024-03-08 20:55:18,3449.41
5368,2024-03-08 20:06:40,1261.15
5367,2024-03-08 14:16:16,0.04
5366,2024-03-08 11:32:15,0.01
5365,2024-03-08 10:35:45,0.87
5364,2024-03-08 07:35:12,3.13
5363,2024-03-08 05:20:48,5.67
5362,2024-03-08 01:44:19,9.33
5361,2024-03-07 21:21:11,14.62
5360,2024-03-07 20:27:57,2109.22
5359,2024-03-07 15:46:43,83.98
5358,2024-03-07 15:35:03,108.78
5357,2024-03-07 11:12:37,0.59
5356,2024-03-07 08:48:12,0.46
5355,2024-03-06 22:05:08,0.41
5354,2024-03-06 21:35:06,0.03
5353,2024-03-06 21:28:49,18.8
5352,2024-03-06 21:24:30,18.89
5351,2024-03-06 21:23:43,18.85
5350,2024-03-06 16:53:36,2555.03
5348,2024-03-06 14:24:07,0.02
5347,2024-03-06 13:02:23,0.11
5346,2024-03-06 10:45:02,47.28
5345,2024-03-06 10:30:16,145.78
5344,2024-03-06 08:24:11,0.2
5342,2024-03-05 20:08:52,11892.98
5341,2024-03-05 18:13:39,16.63
5340,2024-03-05 14:59:14,32.57
5339,2024-03-05 13:26:03,0.0
5338,2024-03-05 12:56:37,0.68
5337,2024-03-05 08:32:54,1.02
5336,2024-03-05 07:40:01,2.07
5335,2024-03-04 13:26:02,0.39
5334,2024-03-04 13:10:03,576.37
5333,2024-03-04 12:23:14,1363.89
5331,2024-03-01 12:48:29,1.05
5330,2024-03-01 11:22:48,1.21
5329,2024-03-01 07:28:20,77.71
5328,2024-02-29 16:40:07,2.3
5327,2024-02-29 16:10:46,2.77
5326,2024-02-29 16:00:29,11.6
5325,2024-02-29 10:46:24,0.49
5324,2024-02-28 14:51:31,1482.16
5323,2024-02-28 13:21:05,1963.08
5322,2024-02-28 12:26:13,0.08
5321,2024-02-28 11:27:33,22.99
5319,2024-02-28 10:40:57,189.64
5318,2024-02-28 08:54:33,0.83
5317,2024-02-27 18:13:52,68.36
5316,2024-02-27 18:02:32,141.78
5315,2024-02-27 14:05:31,2.09
5313,2024-02-27 09:07:26,147.4
5312,2024-02-26 16:26:40,43.29
5311,2024-02-26 15:11:27,0.91
5310,2024-02-26 12:16:15,1.83
5309,2024-02-26 11:18:07,1007.83
5308,2024-02-26 11:12:44,361.81
5307,2024-02-26 10:45:55,362.25
5306,2024-02-26 10:18:14,2.28
5305,2024-02-26 01:58:09,7.15
5304,2024-02-23 19:08:22,1123.93
5303,2024-02-23 16:06:10,70.85
5302,2024-02-23 13:00:23,4.25
5301,2024-02-23 05:16:58,11.14
5300,2024-02-22 21:05:20,2443.8
5299,2024-02-22 20:39:53,807.11
5298,2024-02-22 17:51:15,22.44
5297,2024-02-22 08:43:14,6.14
5296,2024-02-22 01:54:04,94.4
5295,2024-02-21 16:52:58,108.5
5294,2024-02-21 13:38:14,882.26
5293,2024-02-21 12:48:33,311.94
5292,2024-02-21 12:08:58,0.12
5291,2024-02-21 06:30:08,9.48
5290,2024-02-21 06:06:47,0.28
5289,2024-02-21 04:34:23,38.2
5288,2024-02-20 21:40:05,18.75
5287,2024-02-20 17:09:48,23.36
5286,2024-02-20 16:23:09,133.28
5285,2024-02-20 16:20:45,1198.69
5284,2024-02-20 15:41:23,3010.89
5283,2024-02-20 14:45:24,0.89
5282,2024-02-20 08:59:54,0.73
5281,2024-02-20 08:34:50,0.02
5280,2024-02-19 09:09:05,241.1
5279,2024-02-19 09:01:19,1.5
5276,2024-02-16 15:20:35,91.39
5275,2024-02-15 22:53:59,0.46
5274,2024-02-15 21:51:01,138.59
5273,2024-02-15 20:31:36,105.8
5272,2024-02-15 16:53:14,0.12
5271,2024-02-15 16:52:29,1.37
5270,2024-02-15 14:48:30,1.16
5269,2024-02-14 20:36:40,163.55
5268,2024-02-14 16:36:39,309.96
5267,2024-02-14 15:52:31,449.28
5266,2024-02-13 22:43:32,16.92
5265,2024-02-13 19:32:03,8.03
5264,2024-02-13 19:24:33,158.26
5263,2024-02-13 19:07:17,212.57
5262,2024-02-13 18:53:55,1149.83
5261,2024-02-13 18:07:05,156.26
5259,2024-02-13 17:26:50,3.74
5258,2024-02-13 16:48:17,2823.58
5257,2024-02-13 10:54:21,53.85
5256,2024-02-12 22:57:38,233.0
5255,2024-02-12 19:32:59,0.24
5254,2024-02-12 19:30:35,0.01
5253,2024-02-12 16:29:44,70.06
5252,2024-02-10 14:20:38,63.88
5251,2024-02-09 22:11:35,135.83
5250,2024-02-09 21:02:57,109.74
5249,2024-02-09 18:05:09,63.03
5248,2024-02-09 12:45:43,262.94
5247,2024-02-09 09:32:00,1.8
5246,2024-02-08 21:05:14,97.81
5245,2024-02-08 14:05:13,176.41
5244,2024-02-08 10:32:28,170.11
5243,2024-02-07 17:26:13,0.03
5242,2024-02-07 17:11:22,166.61
5241,2024-02-07 15:39:39,187.02
5240,2024-02-07 15:24:15,2.39
5239,2024-02-07 11:43:58,336.75
5238,2024-02-07 09:02:18,317.97
5237,2024-02-06 19:28:30,1487.19
5236,2024-02-06 18:28:18,1.41
5235,2024-02-06 15:59:15,16.32
5233,2024-02-06 15:00:45,0.11
5232,2024-02-06 13:08:23,0.35
5231,2024-02-06 12:15:05,1.5
5230,2024-02-06 12:03:44,0.0
5229,2024-02-06 11:10:52,217.08
5228,2024-02-05 13:46:56,0.16
5227,2024-02-02 19:27:48,65.33
5226,2024-02-02 19:06:49,80.98
5225,2024-02-02 17:21:33,117.7
5224,2024-02-02 16:46:11,97.61
5223,2024-02-02 16:12:45,60.24
5222,2024-02-02 15:59:29,60.46
5221,2024-02-02 15:40:18,60.78
5220,2024-02-02 12:23:25,121.28
5219,2024-02-01 16:42:21,1.88
5218,2024-02-01 14:41:36,337.6
5217,2024-02-01 13:30:26,14.47
5216,2024-02-01 09:34:15,336.52
5214,2024-01-31 17:44:07,22.38
5213,2024-01-31 16:52:34,355.37
5212,2024-01-31 15:53:37,13.29
5211,2024-01-31 10:54:49,5180.8
5210,2024-01-31 04:33:59,0.0
5209,2024-01-31 01:36:19,6.8
5208,2024-01-31 00:29:22,7.93
5207,2024-01-30 17:56:27,14.53
5206,2024-01-30 17:39:05,22.83
5205,2024-01-30 16:23:11,0.28
5204,2024-01-30 15:24:57,0.46
5203,2024-01-30 14:17:50,0.18
5202,2024-01-30 13:30:35,0.14
5201,2024-01-30 09:30:40,22.98
5200,2024-01-30 07:03:42,6.92
5199,2024-01-30 04:50:00,76.99
5198,2024-01-29 14:38:04,192.14
5197,2024-01-29 13:39:45,1708.17
5196,2024-01-29 13:07:59,0.57
5195,2024-01-29 10:50:07,234.56
5194,2024-01-29 09:24:03,74.84
5193,2024-01-26 15:40:18,3976.54
5192,2024-01-26 10:01:41,0.71
5191,2024-01-25 21:01:38,14.68
5190,2024-01-25 16:25:12,23.9
5189,2024-01-25 16:05:44,0.14
5188,2024-01-25 15:01:50,85.54
5187,2024-01-25 11:24:14,24.08
5186,2024-01-24 21:45:30,42.5
5185,2024-01-24 16:14:54,108.36
5184,2024-01-24 09:49:52,23.23
5182,2024-01-23 18:26:57,14.51
5181,2024-01-23 18:19:15,14.1
5180,2024-01-23 17:53:41,43.73
5179,2024-01-23 17:38:45,15.39
5178,2024-01-23 17:18:29,15.8
5177,2024-01-23 17:03:08,17.92
5176,2024-01-23 16:07:59,358.84
5175,2024-01-23 16:06:51,0.14
5174,2024-01-23 15:43:56,19.24
5173,2024-01-23 14:45:45,1.01
5172,2024-01-23 12:31:21,215.64
5170,2024-01-18 14:50:00,0.37
5169,2024-01-18 14:33:30,144.47
5168,2024-01-18 12:03:19,2.06
5167,2024-01-18 00:44:26,13.83
5166,2024-01-17 10:33:13,0.06
5165,2024-01-17 09:55:54,0.02
5164,2024-01-17 06:34:08,138.15
5163,2024-01-16 22:03:25,1.21
5162,2024-01-16 21:05:21,0.08
5161,2024-01-16 20:41:37,7.76
5160,2024-01-16 20:32:29,7.9
5159,2024-01-16 18:27:04,358.16
5158,2024-01-16 16:03:21,193.3
5157,2024-01-16 14:50:21,1.3
5156,2024-01-16 14:08:22,862.71
5155,2024-01-16 10:45:46,4.42
5154,2024-01-16 09:54:04,339.18
5153,2024-01-16 08:27:57,221.94
5152,2024-01-16 02:34:57,19.4
5151,2024-01-15 16:09:15,357.38
5150,2024-01-15 16:04:36,41.62
5149,2024-01-15 15:40:44,68.73
5148,2024-01-15 13:22:09,934.98
5147,2024-01-15 09:21:25,240.29
5146,2024-01-12 23:08:16,112.2
5145,2024-01-12 10:15:34,99.85
5144,2024-01-12 07:19:44,2.2
5143,2024-01-12 06:24:16,3.22
5142,2024-01-11 20:08:53,2.13
5141,2024-01-11 04:50:13,3.76
5140,2024-01-11 02:45:39,5.89
5139,2024-01-10 14:49:47,168.88
5138,2024-01-10 12:18:53,3079.47
5137,2024-01-10 11:18:59,25.0
5136,2024-01-09 20:36:39,36.7
5135,2024-01-09 19:42:33,180.94
5133,2024-01-09 14:02:41,169.52
5132,2024-01-09 09:03:27,73.08
5131,2024-01-09 07:39:21,509.3
5130,2024-01-08 16:33:31,0.22
5129,2024-01-05 13:48:52,0.65
5128,2024-01-02 20:31:58,1.31
5127,2024-01-02 20:26:27,138.17
5126,2024-01-02 16:54:17,141.58
5125,2024-01-02 16:16:50,382.27
5124,2024-01-02 10:55:51,3.57
5123,2024-01-02 10:15:40,365.46
5122,2024-01-02 06:02:49,28.99
5121,2024-01-02 03:07:06,658.57
5120,2024-01-01 06:56:19,21.01
5118,2023-12-28 19:39:28,336.34
5117,2023-12-28 17:14:13,85.02
5116,2023-12-28 17:03:48,182.63
5115,2023-12-27 12:52:04,507.32
5114,2023-12-22 20:09:43,0.76
5113,2023-12-22 16:50:29,3.27
5112,2023-12-22 16:35:10,102.1
5111,2023-12-22 14:27:11,104.24
5110,2023-12-22 13:37:00,630.43
5109,2023-12-22 11:21:57,107.33
5108,2023-12-22 03:24:47,16.7
5107,2023-12-21 12:39:28,313.85
5106,2023-12-21 11:02:58,0.85
5105,2023-12-21 05:22:28,15.75
5104,2023-12-20 14:28:20,1484.55
5103,2023-12-20 12:53:05,2.97
5102,2023-12-20 10:25:04,5.47
5101,2023-12-20 10:16:55,3.55
5100,2023-12-19 19:36:42,0.35
5099,2023-12-19 14:12:50,5.19
5096,2023-12-19 08:52:50,8.77
5095,2023-12-18 14:33:25,709.97
5094,2023-12-14 16:26:39,86.38
5093,2023-12-14 15:56:13,115.09
5092,2023-12-14 14:05:17,89.78
5091,2023-12-14 12:02:47,0.14
5089,2023-12-14 09:56:57,840.92
5088,2023-12-13 16:37:34,828.06
5087,2023-12-13 10:58:45,0.21
5086,2023-12-12 22:25:43,130.11
5085,2023-12-12 21:42:03,199.64
5084,2023-12-12 09:43:16,0.9
5083,2023-12-11 16:27:55,24.32
5082,2023-12-11 12:57:58,70.96
5081,2023-12-11 09:32:35,49.3
5080,2023-12-10 17:13:50,70.44
5079,2023-12-07 16:01:37,143.67
5078,2023-12-07 14:34:39,1.54
5077,2023-12-07 14:32:24,0.0
5076,2023-12-07 11:29:19,988.49
5075,2023-12-06 18:45:07,1.28
5074,2023-12-06 17:30:03,21.89
5073,2023-12-06 16:04:38,167.61
5072,2023-12-06 15:21:18,1.1
5071,2023-12-06 08:46:24,5.85
5069,2023-12-05 15:02:39,25.98
5068,2023-12-05 11:06:17,5.12
5066,2023-12-02 07:39:47,272.04
5065,2023-12-01 07:30:16,76.47
5064,2023-11-30 19:48:43,0.03
5063,2023-11-30 17:26:34,112.15
5062,2023-11-30 16:38:54,1.07
5061,2023-11-30 16:26:02,168.42
5060,2023-11-30 16:22:14,1.35
5059,2023-11-30 08:56:24,2.02
5058,2023-11-30 06:03:43,0.33
5057,2023-11-30 06:00:07,0.05
5056,2023-11-30 00:54:00,5.03
5055,2023-11-29 15:09:53,1.02
5054,2023-11-29 14:36:53,0.62
5053,2023-11-29 13:23:14,0.26
5052,2023-11-29 10:40:44,0.26
5051,2023-11-29 10:29:05,526.91
5050,2023-11-29 06:33:17,3.87
5049,2023-11-29 01:56:40,14.41
5048,2023-11-28 16:54:48,0.67
5047,2023-11-28 10:57:51,5.77
5046,2023-11-28 09:36:33,7.1
5045,2023-11-27 16:49:37,41.49
5044,2023-11-27 16:01:19,0.78
5043,2023-11-27 14:18:57,1.3
5042,2023-11-27 10:53:30,1707.87
5040,2023-11-24 04:29:32,1448.08
5039,2023-11-23 10:06:05,3.78
5038,2023-11-22 17:20:19,1140.69
5034,2023-11-21 23:07:35,0.48
5033,2023-11-21 20:43:43,2.26
5032,2023-11-21 15:49:12,0.37
5031,2023-11-20 15:04:40,217.09
5030,2023-11-20 11:08:43,0.43
5029,2023-11-20 04:44:53,173.81
5028,2023-11-17 20:02:26,84.73
5027,2023-11-17 19:41:28,93.2
5026,2023-11-17 19:34:16,64.83
5025,2023-11-17 18:38:15,64.42
5024,2023-11-17 18:13:58,93.26
5023,2023-11-17 17:51:59,95.0
5022,2023-11-17 12:14:28,0.34
5021,2023-11-17 11:03:09,0.66
5020,2023-11-17 04:25:20,84.38
5019,2023-11-17 02:38:30,86.19
5017,2023-11-16 15:44:52,0.45
5016,2023-11-16 13:34:05,0.4
5015,2023-11-16 13:08:45,0.24
5013,2023-11-16 10:56:55,0.27
5012,2023-11-16 10:33:36,2.84
5011,2023-11-15 12:07:41,0.15
5010,2023-11-15 11:57:35,48.2
5009,2023-11-14 19:01:58,2.32
5008,2023-11-14 17:47:11,18.03
5007,2023-11-14 16:31:34,18.22
5006,2023-11-14 15:18:08,67.99
5005,2023-11-14 13:21:40,0.78
5004,2023-11-14 12:09:50,0.01
5003,2023-11-14 09:28:15,0.74
5002,2023-11-13 16:06:43,19.26
5001,2023-11-13 15:48:33,0.58
5000,2023-11-13 15:38:33,1.71
4998,2023-11-10 20:56:25,304.91
4997,2023-11-09 18:32:32,136.4
4996,2023-11-09 17:37:57,86.81
4995,2023-11-09 17:37:29,64.24
4994,2023-11-09 17:07:18,311.41
4993,2023-11-09 15:30:43,118.67
4992,2023-11-09 13:19:34,0.54
4991,2023-11-09 12:18:10,0.48
4990,2023-11-09 11:48:18,453.35
4989,2023-11-09 10:56:15,2.34
4988,2023-11-09 07:12:39,6.04
4987,2023-11-08 19:43:20,1.43
4986,2023-11-08 17:09:53,185.66
4985,2023-11-08 14:57:35,187.86
4984,2023-11-08 14:49:33,4.83
4983,2023-11-08 14:16:42,188.53
4982,2023-11-08 12:07:14,0.01
4981,2023-11-08 11:17:14,8.37
4980,2023-11-08 10:57:37,30.72
4979,2023-11-08 10:49:11,144.41
4978,2023-11-08 10:41:57,30.98
4977,2023-11-08 10:10:14,31.5
4976,2023-11-08 09:41:05,0.01
4975,2023-11-07 14:23:27,212.42
4974,2023-11-07 09:33:40,32.16
4972,2023-11-06 11:09:18,5.51
4971,2023-11-03 18:17:35,0.86
4970,2023-11-02 17:34:47,161.26
4969,2023-11-02 17:26:24,0.31
4968,2023-11-02 09:58:37,433.07
4966,2023-11-01 16:30:43,20.07
4965,2023-11-01 11:42:27,311.51
4964,2023-10-31 18:18:37,10561.0
4963,2023-10-31 13:37:23,23.61
4962,2023-10-31 13:37:17,333.88
4961,2023-10-31 12:27:07,22.78
4960,2023-10-31 12:19:46,334.89
4959,2023-10-31 11:37:43,4.22
4958,2023-10-30 19:25:33,94.79
4957,2023-10-30 16:17:35,3.98
4956,2023-10-30 16:05:23,2.42
4955,2023-10-30 14:58:38,72.26
4953,2023-10-27 09:37:16,101.5
4952,2023-10-26 09:50:46,0.2
4951,2023-10-26 08:23:01,0.0
4950,2023-10-25 13:20:25,477.91
4949,2023-10-25 12:37:03,1.48
4948,2023-10-25 09:01:22,0.33
4947,2023-10-25 06:24:47,1.61
4946,2023-10-24 19:39:09,12.39
4945,2023-10-24 19:39:03,12.4
4944,2023-10-24 15:07:07,0.1
4943,2023-10-24 14:48:11,0.15
4942,2023-10-24 11:51:23,219.67
4941,2023-10-24 07:52:22,554.92
4940,2023-10-23 15:28:30,95.52
4939,2023-10-23 08:11:54,48.5
4938,2023-10-20 14:09:03,8345.74
4937,2023-10-20 13:45:32,11851.62
4936,2023-10-19 17:27:46,0.56
4935,2023-10-19 17:20:10,617.96
4934,2023-10-19 13:56:30,0.31
4933,2023-10-19 11:56:01,647.01
4932,2023-10-18 21:24:09,0.37
4931,2023-10-18 15:40:13,22.41
4930,2023-10-18 11:24:50,5.0
4929,2023-10-18 11:09:40,0.01
4928,2023-10-18 10:55:52,10.39
4927,2023-10-18 10:39:04,10.48
4926,2023-10-18 10:27:58,10.67
4925,2023-10-18 09:46:54,11.36
4924,2023-10-17 21:12:35,18.54
4923,2023-10-17 20:51:58,0.73
4922,2023-10-17 20:36:26,19.09
4921,2023-10-17 19:55:24,19.7
4920,2023-10-17 17:06:24,0.03
4919,2023-10-17 17:06:10,0.01
4918,2023-10-17 16:59:58,0.39
4917,2023-10-17 16:12:57,0.88
4916,2023-10-17 15:13:03,0.4
4915,2023-10-17 13:00:22,4.1
4914,2023-10-17 11:21:34,5.74
4913,2023-10-17 11:07:14,3.67
4912,2023-10-17 07:57:08,192.72
4911,2023-10-16 05:55:26,4.09
4910,2023-10-12 20:34:51,80.83
4909,2023-10-12 20:25:11,80.98
4908,2023-10-12 18:42:14,82.7
4907,2023-10-12 18:21:55,116.56
4906,2023-10-12 16:50:11,118.09
4905,2023-10-12 16:34:20,0.03
4904,2023-10-12 16:33:26,0.11
4903,2023-10-12 16:21:55,1.19
4902,2023-10-12 14:55:15,4659.87
4901,2023-10-12 12:02:40,164.12
4900,2023-10-12 09:47:45,523.11
4899,2023-10-11 18:45:38,13.22
4898,2023-10-11 15:16:53,0.01
4897,2023-10-11 10:35:36,0.13
4896,2023-10-11 10:28:32,0.01
4895,2023-10-11 05:13:41,21.93
4894,2023-10-11 04:48:07,0.61
4893,2023-10-10 17:15:45,165.68
4892,2023-10-09 10:55:55,162.47
4891,2023-10-09 05:57:20,247.4
4890,2023-10-06 20:57:42,89.17
4889,2023-10-06 18:46:48,111.71
4888,2023-10-06 17:39:11,67.03
4887,2023-10-06 16:07:46,0.61
4886,2023-10-06 08:53:31,125.02
4885,2023-10-06 07:26:58,1308.78
4884,2023-10-05 14:23:16,0.15
4883,2023-10-05 10:59:31,3.24
4882,2023-10-05 10:51:14,97.82
4881,2023-10-05 08:29:31,5.68
4880,2023-10-04 21:50:34,1.57
4878,2023-10-04 15:04:24,16.86
4876,2023-10-04 05:11:57,11.72
4875,2023-10-02 15:34:52,41.4
4874,2023-10-02 15:25:23,53.2
4873,2023-10-02 10:39:55,170.02
4871,2023-09-30 19:22:11,40.07
4870,2023-09-30 16:37:46,42.83
4869,2023-09-29 21:30:34,0.4
4867,2023-09-29 14:52:14,68.61
4866,2023-09-28 18:47:57,138.82
4865,2023-09-28 15:22:21,161.19
4863,2023-09-28 10:56:33,0.79
4862,2023-09-28 10:24:57,0.39
4861,2023-09-28 08:43:41,123.5
4860,2023-09-27 18:33:36,45.94
4858,2023-09-27 14:50:59,189.7
4857,2023-09-27 11:11:21,0.14
4856,2023-09-26 21:09:00,205.57
4855,2023-09-26 20:27:44,7.08
4854,2023-09-26 20:21:10,7.3
4853,2023-09-26 20:07:58,7.38
4852,2023-09-26 19:24:29,8.26
4851,2023-09-26 18:57:53,38.75
4850,2023-09-26 18:45:23,8.65
4849,2023-09-26 13:58:29,916.22
4848,2023-09-26 13:47:32,43.6
4846,2023-09-26 09:59:04,0.25
4845,2023-09-26 00:19:12,159.28
4843,2023-09-25 15:55:12,17.3
4842,2023-09-25 11:54:20,387.46
4841,2023-09-25 11:53:19,0.01
4840,2023-09-25 10:41:18,18.24
4839,2023-09-25 09:59:15,0.03
4838,2023-09-25 06:50:55,1.76
4837,2023-09-21 15:05:41,0.11
4836,2023-09-21 14:13:18,0.13
4835,2023-09-21 10:14:06,94.45
4834,2023-09-21 08:02:34,4.83
4833,2023-09-18 19:47:46,1411.78
4832,2023-09-18 13:44:13,210.29
4831,2023-09-18 09:28:32,1.05
4830,2023-09-18 08:16:20,218.4
4829,2023-09-14 20:40:06,3.18
4828,2023-09-14 14:11:26,86.28
4827,2023-09-14 12:09:32,2.58
4826,2023-09-13 11:05:17,1509.05
4825,2023-09-13 10:07:51,0.4
4824,2023-09-12 18:50:45,1234.02
4823,2023-09-12 15:52:36,0.55
4822,2023-09-12 15:22:39,0.3
4821,2023-09-12 15:13:42,0.11
4820,2023-09-12 15:01:32,1705.76
4819,2023-09-12 14:16:07,2.22
4818,2023-09-12 12:14:51,2.71
4817,2023-09-12 12:10:23,0.02
4816,2023-09-12 12:04:46,0.94
4815,2023-09-11 22:08:36,0.2
4814,2023-09-11 21:15:22,0.53
4813,2023-09-11 20:26:30,0.71
4812,2023-09-11 18:20:03,1552.6
4811,2023-09-11 17:56:43,0.33
4810,2023-09-11 14:34:46,0.71
4809,2023-09-11 14:25:34,1.99
4808,2023-09-11 12:39:09,2.13
4807,2023-09-11 11:52:01,189.99
4806,2023-09-11 10:17:45,0.06
4805,2023-09-08 22:36:36,65.78
4804,2023-09-08 19:22:27,783.12
4803,2023-09-08 18:34:58,0.14
4802,2023-09-08 17:10:48,1.06
4801,2023-09-08 16:14:59,0.19
4800,2023-09-08 16:07:21,0.31
4799,2023-09-08 16:05:49,1.22
4798,2023-09-08 16:04:23,0.48
4797,2023-09-08 15:51:46,2.27
4796,2023-09-08 15:28:04,0.79
4795,2023-09-08 15:19:22,0.92
4794,2023-09-08 15:02:45,66.09
4792,2023-09-08 14:10:56,0.25
4791,2023-09-08 14:05:40,0.02
4790,2023-09-08 09:03:15,1.53
4789,2023-09-07 20:46:53,799.77
4788,2023-09-07 20:08:49,14.39
4787,2023-09-07 19:47:54,1531.81
4786,2023-09-07 19:17:59,112.39
4785,2023-09-07 18:34:20,91.59
4784,2023-09-07 18:29:20,21.55
4781,2023-09-07 17:06:05,470.94
4780,2023-09-07 16:59:52,0.11
4779,2023-09-07 15:30:59,0.48
4778,2023-09-07 14:49:24,0.37
4777,2023-09-07 13:18:26,5185.69
4776,2023-09-06 17:32:51,857.19
4775,2023-09-06 17:19:06,113.13
4773,2023-09-06 16:26:53,15.43
4772,2023-09-06 16:07:26,15.86
4771,2023-09-06 14:51:29,0.74
4770,2023-09-06 14:34:32,169.37
4769,2023-09-06 14:18:41,113.67
4768,2023-09-06 13:12:35,118.09
4767,2023-09-06 11:54:09,1.16
